시군명,사업장명,인허가일자,소재지도로명주소,소재지지번주소,소재지우편번호,위도,경도,인허가취소일자,영업상태명,폐업일자,소재지시설전화번호,X좌표값,Y좌표값,약국영업면적,지정일자
고양시,삼거리한약국,20060614,경기도 고양시 덕양구 동헌로1번길 7 (관산동),경기도 고양시덕양구 관산동 687번지 48호,10266,37.7051277,126.8576179,,폐업,20061130,,187378.7471,466984.0809,29.64,20060614
고양시,삼보약국,19930112,"경기도 고양시 덕양구 고양대로1384번길 6, 116호 (성사동, 삼보상가)",경기도 고양시 덕양구 성사동 726 삼보상가116호,10468,37.6535725,126.8357342,,영업중,,031-967-9393,185580,461299,20.52,19930112
고양시,삼성당약국,20040119,경기도 고양시 일산서구 대산로 162 문촌라이프상가101 (주엽동),경기도 고양시일산서구 주엽동 5번지 문촌라이프상가101,10371,37.6768216,126.7603006,,폐업,20060919,914-6189,178789.5743,463860.4883,21.45,20040119
고양시,삼성약국,19660913,,경기도 고양시덕양구 벽제동 179번지,10269,37.707848,126.9107759,,폐업,20000518,,192066.9228,467281.0847,30,19660913
고양시,삼성약국,20070413,"경기도 고양시 덕양구 중앙로558번길 13 102호 (행신동,능곡삼성프라자)",경기도 고양시 덕양구 행신동 945-1 능곡삼성프라자 102호,10495,37.6243001,126.8357885,,폐업,20090911,031-979-7366,,,50.84,20070413
고양시,삼성약국,20090911,"경기도 고양시 덕양구 중앙로558번길 13, 102호 (행신동, 삼성프라자)",경기도 고양시 덕양구 행신동 945번지 1호 삼성프라자 102호,10495,37.6243001,126.8357885,,폐업,20171028,979-7366,185439.4319,458015.9539,50.84,20090911
고양시,삼성약국,20020801,경기도 고양시 덕양구 중앙로558번길 13 (행신동),경기도 고양시덕양구 행신동 945번지 1호,10495,37.6243001,126.8357885,,폐업,20070412,,185439.4319,458015.9539,49.96,20020801
고양시,삼성약국,20010227,경기도 고양시 덕양구 중앙로558번길 13 (행신동),경기도 고양시덕양구 행신동 945번지 1호,10495,37.6243001,126.8357885,,폐업,20020731,,185439.4319,458015.9539,49.96,20010227
고양시,삼성약국,20171030,"경기도 고양시 덕양구 중앙로558번길 13, 102호 (행신동, 능곡 삼성프라자)",경기도 고양시 덕양구 행신동 945번지 1호,10495,37.6243001,126.8357885,,영업중,,979-7366,185439.4319,458015.9539,49,20171030
고양시,삼송메디칼약국,20200302,"경기도 고양시 덕양구 권율대로 896-15, 102,103호 (신원동)",경기도 고양시 덕양구 신원동 636번지,10571,37.66252202,126.8915652,,영업중,,02-381-3033,190366.1637,462250.8282,80.73,20200302
고양시,삼송스타약국,20170817,"경기도 고양시 덕양구 고양대로 1955, 지하2층 (동산동, 스타필드고양)",경기도 고양시 덕양구 동산동 370번지 스타필드고양 지하2층,10595,37.6466048,126.8947843,,영업중,,02)2063-9100,190715.6543,560834.9079,43.6,20170817
고양시,삼송약국,20141215,"경기도 고양시 덕양구 권율대로 907, 1층 (신원동, 케이엔빌딩)",경기도 고양시 덕양구 신원동 618번지 2호,10568,37.6646025,126.8908367,,영업중,,02-381-2003,190304.6602,462483.3183,63.9,20141215
고양시,삼송역 3번출구 약국,20180801,"경기도 고양시 덕양구 동송로 69, 105호 (삼송동)",경기도 고양시 덕양구 삼송동 16번지 46호,10590,37.6525786,126.8951722,,영업중,,02-381-4532,190686.9353,461145.0192,66,20180801
고양시,삼송온누리약국,20130802,"경기도 고양시 덕양구 세솔로 96, 1층 (삼송동)",경기도 고양시 덕양구 삼송동 313번지 1호 1층,10557,37.6524097,126.8880334,,폐업,20160705,02-381-0106,190098.0593,461033.3619,33.28,20130802
고양시,삼송온달약국,20160509,"경기도 고양시 덕양구 세솔로 96, 1층일부호 (삼송동)",경기도 고양시 덕양구 삼송동 304번지 1호,10557,37.6524097,126.8880334,,폐업,20170228,02-381-8191,190054.7693,461130.5666,39,20160509
고양시,삼송제일약국,20140414,"경기도 고양시 덕양구 권율대로 886, 102호 (신원동, 호평프라자)",경기도 고양시 덕양구 신원동 626번지 호평프라자 102호,10571,37.66265523,126.8895363,,영업중,,070-8861-0009,190187.4973,462267.2154,49.14,20140414
고양시,삼송프라자약국,20150601,"경기도 고양시 덕양구 신원로 40, 107호 (신원동, 삼송시티프라자)",경기도 고양시 덕양구 신원동 621번지 삼송시티프라자 107호,10568,37.6638794,126.8884237,,폐업,20180402,02-381-8896,190091.7216,462403.1228,46.46,20150601
고양시,삼송프라자약국,20131223,"경기도 고양시 덕양구 호국로1121번길 259-1, 1층 7호 (신원동)",경기도 고양시 덕양구 신원동 410번지 1호 1층 7호,10565,37.6770468,126.8669565,,폐업,20150601,02-381-8896,188208.6243,464000.1582,46.46,20131223
고양시,삼송프라자약국,20180402,"경기도 고양시 덕양구 신원로 40, 삼송시티프라자 107호 (신원동)",경기도 고양시 덕양구 신원동 621번지 삼송시티프라자 107호,10568,37.6638794,126.8884237,,영업중,,070-7591-3695,190091.7216,462403.1228,46.46,20180402
고양시,삼송프라자약국,20131001,경기도 고양시 덕양구 호국로1121번길 259-1 (신원동),경기도 고양시 덕양구 신원동 410번지 1호 1층 7호,10565,37.6770468,126.8669565,,폐업,20131223,,188208.6243,464000.1582,46.46,20131001
고양시,삼송플러스약국,20170810,"경기도 고양시 덕양구 권율대로 885, 105호 (신원동, 태웅PLAZA)",경기도 고양시 덕양구 신원동 621번지 3호 105호,10568,37.6632133,126.8890368,,폐업,20171010,,190144.3074,462328.7058,48.64,20170810
고양시,삼송플러스약국,20171010,"경기도 고양시 덕양구 권율대로 885, 105호 (신원동, 태웅PLAZA)",경기도 고양시 덕양구 신원동 621번지 3호,10568,37.6632133,126.8890368,,폐업,20190526,964-3363,190144.3074,462328.7058,48.6,20171010
고양시,삼송하나로약국,20151102,"경기도 고양시 덕양구 동송로 20 (동산동, 삼송농산물종합유통센터 2층내)",경기도 고양시 덕양구 동산동 373번지 삼송농산물종합유통센터 2층,10595,37.6483296,126.899167,,폐업,20171223,02-381-8985,190950,460718,15,20151102
고양시,삼육오웰빙약국,20060919,경기도 고양시 덕양구 지도로 69-1 (토당동),경기도 고양시덕양구 토당동 373번지 71호,10508,37.6233553,126.8243499,,폐업,20070226,,184427.6233,457912.9546,23.52,20060919
고양시,삼육오웰빙약국,20070226,경기도 고양시 덕양구 지도로 69-1 (토당동),경기도 고양시덕양구 토당동 373번지 71호,10508,37.6233553,126.8243499,,폐업,20070903,,184427.6233,457912.9546,23.52,20070226
고양시,삼육오웰빙약국,20070903,경기도 고양시 덕양구 지도로 69-1 (토당동),경기도 고양시 덕양구 토당동 373-71,10508,37.6233553,126.8243499,,폐업,20130401,031-972-3506,,,23.52,20070903
고양시,삼육오행운약국,20010106,"경기도 고양시 일산서구 일중로 46, 106-107호 (일산동)",경기도 고양시 일산서구 일산동542-5.106-107호,10340,37.6835458,126.775379,,영업중,,031 975 2511,180121.3111,464604.2443,108.65,20010106
고양시,삼은약국,20180430,"경기도 고양시 일산동구 숲속마을1로 29-37, 서광 미르프라자 108호 (풍동)",경기도 고양시 일산동구 풍동 1292번지 1호 서광 미르프라자,10307,37.6636288,126.7967922,,폐업,20181112,031-906-0675,182006.8894,462388.4575,35.34,20180430
고양시,삼일약국,20000627,경기도 고양시 덕양구 중앙로 550 (행신동),경기도 고양시덕양구 행신동 950번지 1호,10495,37.6234177,126.8361756,,폐업,20020813,,185472.5443,457917.4048,84,20000627
고양시,삼정약국,19971008,"경기도 고양시 덕양구 중앙로 478, 103호 (행신동, 행신미원프라자)",경기도 고양시 덕양구 행신동 195-1번지 행신미원프라자 103호,10492,37.6193272,126.842675,,영업중,,031-979-7003,186032,457468,32.66,19971008
고양시,삼층약국,20121224,"경기도 고양시 덕양구 충경로 52, 306호 (행신동, 남정씨티프라자)",경기도 고양시 덕양구 행신동 757번지 1호 남정씨티프라자 306호,10526,37.6151365,126.835322,,영업중,,031-979-4986,185394.2568,456999.53,58,20121224
고양시,삼화약국,19991112,,경기도 고양시덕양구 화정동 865번지,10475,37.6435216,126.8321763,,폐업,20011218,,185123.4378,460152.1059,30,19991112
고양시,삼화약국,19960126,,경기도 고양시덕양구 화정동 865번지,10475,37.6435216,126.8321763,,폐업,20060810,,185123.4378,460152.1059,18.28,19960126
고양시,삼화약국,19960816,,경기도 고양시덕양구 화정동 865번지,10475,37.6435216,126.8321763,,폐업,19980109,,185123.4378,460152.1059,20,19960816
고양시,삼화약국,19980115,,경기도 고양시덕양구 화정동 865번지,10475,37.6435216,126.8321763,,폐업,19991106,,185123.4378,460152.1059,17.85,19980115
고양시,삼화약국,19910902,경기도 고양시 덕양구 호국로790번길 83-4 (성사동),경기도 고양시덕양구 성사동 407번지 1호,10465,37.6546873,126.8404573,,폐업,19930910,,185857.0745,461388.8634,24,19910902
고양시,새건강약국,20060501,"경기도 고양시 일산서구 일중로 73, 1층 (일산동)",경기도 고양시 일산서구 일산2동579-3외6필지1층,10341,37.6860677,126.7749859,,폐업,20130102,031 976 6004,180098,464893,40.66,20060501
고양시,새능곡메디슨약국,20040601,"경기도 고양시 덕양구 지도로103번길 1, 101호 (토당동)",경기도 고양시 덕양구 토당동 841-16 101호,10508,37.626084,126.8235164,,영업중,,031-979-0930,184352,458225,30.81,20040601
고양시,새로운정문약국,20110425,"경기도 고양시 일산동구 동국로 24 (식사동,식사동근린생활시설 101호)",경기도 고양시 일산동구 식사동 662번지 10호 식사동근린생활시설 101호,10325,37.6761255,126.8075717,,폐업,20130710,031-969-5507,182960.6438,463774.1363,57.7,20110425
고양시,새로운정문약국,20071130,"경기도 고양시 일산동구 동국로 24 1층 (식사동,식사동근린생활시설)",경기도 고양시 일산동구 식사동662-10. 식사동근린생활시설 1층,10325,37.6761255,126.8075717,,폐업,20110425,031-969-5507,,,89.7,20071130
고양시,새롬약국,19890501,경기도 고양시 덕양구 호국로812번길 20 (성사동),경기도 고양시덕양구 성사동 493번지 5호,10463,37.657352,126.8388989,,폐업,19940502,,185718.6296,461686.395,26,19890501
고양시,새롬약국,19940506,,경기도 고양시덕양구 성사동 502번지 9호,10463,37.6576842,126.8380709,,폐업,19980930,,,,34.1,19940506
고양시,새명약국,20121201,"경기도 고양시 일산동구 중앙로 1036, 지하2층 (백석동, 고양종합양터미널)",경기도 고양시 일산동구 백석동 1242번지 고양종합터미널 지하2층,10450,37.6431641,126.789654,,영업중,,031-936-7671,181369.9672,460117.3546,17.8,20121201
고양시,새명약국,20120217,"경기도 고양시 일산동구 중앙로 1036, 지2층 (백석동, 고양종합터미널)",경기도 고양시 일산동구  1242번지 고양종합터미널,10450,37.6431641,126.789654,,폐업,20121130,031-936-7671,181369.9672,460117.3546,17.8,20120217
고양시,새백제약국,20120614,경기도 고양시 덕양구 행당로11번길 4 (토당동),경기도 고양시 덕양구 토당동 878번지 8호,10515,37.6198262,126.8261253,,폐업,20130809,918-2712,184583.9467,457521.0093,39.41,20120614
고양시,새백제약국,20120418,경기도 고양시 덕양구 행당로11번길 4 (토당동),경기도 고양시 덕양구 토당동 878번지 8호,10515,37.6198262,126.8261253,,폐업,20120614,918-2712,184583.9467,457521.0093,39.41,20120418
고양시,새봄약국,20030305,"경기도 고양시 일산서구 일현로 140 상가 101,102호 (탄현동,큰마을단지)","경기도 고양시 일산서구 탄현동121큰마을단지상가101,102호",10239,37.7008508,126.7649848,,폐업,20091026,031 925 7890,,,30,20030305
고양시,새봄약국,20091026,"경기도 고양시 일산서구 일현로 140, 큰마을대림현대아파트 101,102호 (탄현동)","경기도 고양시 일산서구 탄현동 121번지 큰마을대림현대아파트 101,102호",10239,37.70085083,126.7649848,,영업중,,925-7890,179210.5941,466527.7858,30,20091026
고양시,새빛약국,20071226,"경기도 고양시 일산서구 가좌1로 10, 상가동 104호 (가좌동, 가좌마을5단지)",경기도 고양시 일산서구 가좌동 1087번지 가좌마을5단지 상가동 104호,10211,37.6909594,126.7205726,,폐업,20180402,031 921 9788,175290.5604,465441.1565,28.35,20071226
고양시,새빛약국,20020219,"경기도 고양시 일산서구 가좌1로 8 상가동 108호 (가좌동,가좌마을5단지아파트)",경기도 고양시일산서구 가좌동 1087번지 가좌마을상가동108호,10211,37.6909594,126.7205726,,폐업,20071226,922-9789,175290.5604,465441.1565,31.25,20020219
고양시,새빛온누리약국,20180402,"경기도 고양시 일산서구 가좌1로 10, 상가동 104호 (가좌동, 가좌마을5단지아파트)",경기도 고양시 일산서구 가좌동 1087번지 가좌마을5단지아파트 상가동 104호,10211,37.6909594,126.7205726,,영업중,,031-921-9788,175290.5604,465441.1565,31,20180402
고양시,새사랑약국,20020614,"경기도 고양시 일산서구 중앙로 1416, 201-1호 (주엽동, 한사랑빌딩)",경기도 고양시 일산서구 주엽동 71-2.한사랑빌딩201-1호,10386,37.6697093,126.7629307,,영업중,,031 919 7948,,,55.8,20020614
고양시,새생명약국,19971106,,경기도 고양시덕양구 화정동 948번지,10502,37.6301591,126.8253418,,폐업,19980504,,184518.0973,458669.8632,21.21,19971106
고양시,새생명약국,19980520,,경기도 고양시덕양구 화정동 948번지,10502,37.6301591,126.8253418,,폐업,20000407,,184518.0973,458669.8632,30,19980520
고양시,새서울약국,20040303,경기도 고양시 덕양구 지도로 47 (토당동),경기도 고양시덕양구 토당동 391번지 9호,10510,37.6211927,126.8241738,,폐업,20060227,,184414.3291,457674.1589,44.82,20040303
고양시,새서울약국,20060228,경기도 고양시 덕양구 지도로 47 (토당동),경기도 고양시 덕양구 토당동 391-9,10510,37.6211927,126.8241738,,폐업,20170430,031-938-4510,184428,457686,49.3,20060228
고양시,새서울약국,20170501,"경기도 고양시 덕양구 지도로 47, 101호 (토당동, 보림빌딩)",경기도 고양시 덕양구 토당동 391번지 9호 보림빌딩 101호,10510,37.6211927,126.8241738,,영업중,,938-4510,184414.3291,457674.1589,46,20170501
고양시,새소망약국,20070914,"경기도 고양시 덕양구 중앙로 478, 103호호 (행신동, 미원프라자)",경기도 고양시 덕양구 행신동 195-1 행신미원프라자 103호,10492,37.6193272,126.842675,,폐업,20111111,031-970-0672,186032,457468,27.28,20070914
고양시,새신원약국,19870610,경기도 고양시 덕양구 봉산로 80 (향동동),경기도 고양시덕양구 향동동 267번지 10호,10546,37.5943333,126.8883945,,폐업,20060725,,190079.3509,454683.9818,20.3,19870610
고양시,새은혜약국,20070810,"경기도 고양시 일산서구 원일로 81, 1층 (일산동, 해동빌딩)",경기도 고양시 일산서구 일산동594-13외3필지해동빌딩1층일부,10342,37.6860694,126.7712333,,폐업,20190601,031 977 3113,179758,464887,107.07,20070810
고양시,새은혜약국,20190601,"경기도 고양시 일산서구 원일로 81, 1층 (일산동)",경기도 고양시 일산서구 일산동 594번지 13호 1층,10342,37.6860694,126.7712333,,영업중,,031-977-3113,179756.2774,464886.2908,43.34,20190601
고양시,새이화약국,20020514,경기도 고양시 덕양구 혜음로 38 (고양동),경기도 고양시덕양구 고양동 139번지,10274,37.7038497,126.90214,,폐업,20020615,,191306.8065,466837.2836,13.02,20020514
고양시,새일산약국,20120305,"경기도 고양시 일산동구 강송로 179, 101호 (마두동, 신일산크리닉)",경기도 고양시 일산동구 마두2동792-2. 102호,10415,37.6542703,126.7832082,,폐업,20150828,031-902-8643,180812,461365,34.02,20120305
고양시,새일산약국,20150828,"경기도 고양시 일산동구 강송로 179, 102호 (마두동, 신일산클리닉빌딩)",경기도 고양시 일산동구 마두동 792번지 2호 신일산클리닉빌딩 102호,10415,37.6542703,126.7832082,,영업중,,031-902-8642,180805.9912,461353.4232,27.84,20150828
고양시,새자연약국,20140407,경기도 고양시 덕양구 동헌로1번길 7 (관산동),경기도 고양시 덕양구 관산동 687번지 48호,10266,37.7051277,126.8576179,,폐업,20160411,,187378.7471,466984.0809,29.5,20140407
고양시,새종로약국,20070302,,경기도 고양시 덕양구 향동동 280-4,,37.5942787,126.8878171,,폐업,20090304,02-3158-1143,,,40.94,20070302
고양시,새종로약국,20010307,경기도 고양시 덕양구 봉산로 147 (향동동),경기도 고양시덕양구 향동동 280번지 4호,,37.5942787,126.8878171,,폐업,20061001,,190027.9672,454677.4014,40.48,20010307
고양시,새중앙약국,20000627,경기도 고양시 덕양구 화신로272번길 58 (화정동),경기도 고양시덕양구 화정동 972번지,10500,37.6335747,126.8320631,,폐업,20001013,,185111.7075,459046.5012,57.12,20000627
고양시,새중앙약국,20020401,경기도 고양시 덕양구 화신로272번길 58 (화정동),경기도 고양시덕양구 화정동 972번지,10500,37.6335747,126.8320631,,폐업,20050412,,185111.7075,459046.5012,56.15,20020401
고양시,새중앙약국,20001013,경기도 고양시 덕양구 은빛로29번길 30 (화정동),경기도 고양시덕양구 화정동 922번지,10476,37.6393044,126.8316761,,폐업,20020330,,185078.4488,459683.6701,55.44,20001013
고양시,새중앙약국,19890909,경기도 고양시 덕양구 행신로279번길 24-12 (행신동),경기도 고양시덕양구 행신동 236번지,10492,37.6207793,126.8438159,,폐업,19970328,,186147.4341,457623.9615,18.9,19890909
고양시,새중앙약국,20060712,"경기도 고양시 덕양구 화신로272번길 58, 413호 (화정동, 영프라자빌딩)",경기도 고양시 덕양구 화정동 972번지,10500,37.6335747,126.8320631,,폐업,20090430,031-978-8041,185111.7075,459046.5012,50.02,20060712
고양시,새중앙약국,20050414,경기도 고양시 덕양구 화신로272번길 58 (화정동),경기도 고양시덕양구 화정동 972번지,10500,37.6335747,126.8320631,,폐업,20060530,,185111.7075,459046.5012,56.15,20050414
고양시,새천년약손약국,19870407,경기도 고양시 덕양구 토당로 133-8 (토당동),경기도 고양시 덕양구 토당동 251번지,10506,37.627021,126.8177029,,영업중,,031-974-1678,183842.3907,458322.9014,25.05,19870407
고양시,새하늘약국,20070707,,경기도 고양시일산서구 일산동 610번지 62호,10350,37.6859588,126.7699639,,폐업,20070727,977-7582,179644.8276,464873.9254,29.37,20070707
고양시,새한빛약국,20090506,"경기도 고양시 덕양구 화신로272번길 58, 411호 (화정동, 영프라자)",경기도 고양시 덕양구 화정동 972번지 영프라자 411호,10500,37.6335747,126.8320631,,영업중,,972-6308,185111.7075,459046.5012,52.02,20090506
고양시,새한솔약국,20120402,"경기도 고양시 덕양구 충경로 87, 2층 (행신동, 대명상가)",경기도 고양시 덕양구 행신동 783번지 대명상가 2층,10529,37.6159995,126.8403489,,폐업,20181104,031-971-1559,185838.8003,457094.9736,30.26,20120402
고양시,새한솔약국,20100701,"경기도 고양시 일산서구 호수로856번길 73-4 (대화동,1층일부)",경기도 고양시 일산서구 대화동 2250번지 5호 1층일부,10383,37.6737089,126.7496557,,폐업,20110113,921-6622,177849.3899,463516.8433,25.6,20100701
고양시,새한솔약국,20181105,"경기도 고양시 덕양구 충경로 87, 대명상가 2층 (행신동)",경기도 고양시 덕양구 행신동 783번지 소만마을7단지,10529,37.6159995,126.8403489,,영업중,,031-971-1559,185838.8003,457094.9736,30.26,20181105
고양시,새화정약국,20041012,"경기도 고양시 덕양구 화정로 53 401호 (화정동,새롬프라자5차)",경기도 고양시 덕양구 화정동 969-1 새롬프라자5차401호,10497,37.6351061,126.8318444,,폐업,20091116,031-816-8133,,,31.93,20041012
고양시,새화정약국,20091116,"경기도 고양시 덕양구 화정로 53, 401호 (화정동, 새롬프라자)",경기도 고양시 덕양구 화정2동 969번지 1호 새롬프라자 401호,10497,37.6351061,126.8318444,,영업중,,031-814-8133,185093.2323,459216.2143,29.21,20091116
고양시,새희망약국,20050217,"경기도 고양시 일산동구 일산로 324, 101, 102호 (마두동, 서오능상가조합)","경기도 고양시 일산동구 마두동 857번지 2호 서오능상가조합 101, 102호",10407,37.6643545,126.7845385,,영업중,,031-901-4922,180924.829,462471.5314,51.8,20050217
고양시,샘물약국,20011015,"경기도 고양시 일산동구 일산로 240, 1층 (마두동, 백마프라자)",경기도 고양시 일산동구 마두동 723번지 백마프라자 1층,10417,37.6575776,126.7885475,,영업중,,031-905-7436,181276.4646,461717.9056,40.94,20011015
고양시,샘약국,20200108,"경기도 고양시 덕양구 향기로 14, 정성프라자 110호 (향동동)",경기도 고양시 덕양구 향동동 0번지,10546,,,,영업중,,02-3158-3780,,,47.85,20200108
고양시,샘터약국,20021128,경기도 고양시 덕양구 중앙로557번길 7-20 (행신동),경기도 고양시덕양구 행신동 996번지 3호,10518,37.6224708,126.8356,,폐업,20030630,,185420.3447,457813.2093,44.77,20021128
고양시,샘터약국,20030701,경기도 고양시 덕양구 중앙로557번길 7-20 (행신동),경기도 고양시덕양구 행신동 996번지 3호,10518,37.6224708,126.8356,,폐업,20070102,,185420.3447,457813.2093,44.77,20030701
고양시,샘터약국,19970325,,경기도 고양시덕양구 행신동 샘터마을 3단지 상가 103호,,37.6157552,126.8332252,,폐업,19980113,,,,28.8,19970325
고양시,샘터약국,20070103,경기도 고양시 덕양구 중앙로557번길 7-20 104호 (행신동),경기도 고양시 덕양구 행신동 996-3 104호,10518,37.6224708,126.8356,,폐업,20110330,031-938-6155,,,44.4,20070103
고양시,샘터온누리약국,20130215,"경기도 고양시 일산동구 하늘마을1로 2, 107호 (중산동, 풍산프라자)",경기도 고양시 일산동구 중산동 1806번지 풍산프라자 107호,10311,37.67443,126.7859599,,영업중,,031-976-3105,181053.6032,463589.8938,46.2,20130215
고양시,샘터온누리약국,20080901,"경기도 고양시 일산동구 하늘마을1로 2 (중산동,풍산프라자107호)",경기도 고양시일산동구 중산동 1806번지 풍산프라자107호,10311,37.67443,126.7859599,,폐업,20130214,031-976-3105,181053.6032,463589.8938,44.88,20080901
고양시,생생약국,20141002,"경기도 고양시 덕양구 은빛로 41, 102호 (화정동, 대경프라자)",경기도 고양시 덕양구 화정동 909번지 1호 대경프라자 102호,10477,37.6380801,126.832404,,영업중,,031-966-0138,185143.0806,459548.2384,40.28,20141002
고양시,생생온누리약국,20151019,"경기도 고양시 일산동구 정발산로 43-20, 118,119(일부)호 (장항동, 센트럴프라자)","경기도 고양시 일산동구 장항동 846번지 센트럴프라자 118호,119호일부",10402,37.6582698,126.7733483,,영업중,,031-902-4938,179935.268,461800.1248,74.87,20151019
고양시,서림한약국,20110331,"경기도 고양시 일산동구 강송로87번길 8-6 (백석동, 1층)",경기도 고양시 일산동구 백석동 1244번지 5호 1층,10446,37.6474417,126.7885199,,폐업,20180719,031-902-1747,181272.05,460594.49,96,20110331
고양시,서부약국,19870525,경기도 고양시 덕양구 원당로59번길 7 (주교동),경기도 고양시덕양구 주교동 599번지 9호,10460,37.6581288,126.8338995,,폐업,20000816,,185278.4283,461772.5538,27.28,19870525
고양시,서약국,19850722,,경기도 고양시 덕양구 향동동 265-14,10546,37.595389,126.8899781,,폐업,20090323,02-3158-2472,,,35.55,19850722
고양시,서우약국,19860228,경기도 고양시 덕양구 능곡로 3 (토당동),경기도 고양시 덕양구 토당동 340번지 6호,10508,37.6211319,126.8197677,,영업중,,031-972-8764,184022.2316,457667.348,42.33,19860228
고양시,서울드림약국,20170406,"경기도 고양시 일산동구 고봉로 20-21, 119호 (장항동, 양우로데오랜드)",경기도 고양시 일산동구 장항동 740번지 4호,10364,37.6636873,126.7656021,,영업중,,031-915-1199,179267.8,462381.385,45.23,20170406
고양시,서울약국,20090624,"경기도 고양시 일산서구 송산로 343 (가좌동,송포프라자 104호)",경기도 고양시 일산서구 가좌동 772번지 1호 송포프라자 104호,10209,37.6840676,126.717073,,폐업,20090717,031-923-6735,174978.7013,464676.4318,51.87,20090624
고양시,서울약국,20060125,경기도 고양시 덕양구 통일로768번길 18 (관산동),경기도 고양시덕양구 관산동 180번지 1호,10285,37.6884335,126.8656773,,폐업,20060718,,188086.7849,465132.4688,55.16,20060125
고양시,서울약국,19840907,경기도 고양시 덕양구 지도로35번길 61 (토당동),경기도 고양시덕양구 토당동 383번지 10호,10510,37.6208005,126.8210711,,폐업,19980914,,184138.9384,457632.0833,43.47,19840907
고양시,서울약국,20050729,경기도 고양시 덕양구 통일로768번길 18 (관산동),경기도 고양시덕양구 관산동 180번지 1호,10285,37.6884335,126.8656773,,폐업,20060124,,188086.7849,465132.4688,54.32,20050729
고양시,서울약국,20070226,경기도 고양시 덕양구 통일로768번길 18 (관산동),경기도 고양시덕양구 관산동 180번지 1호,10285,37.6884335,126.8656773,,폐업,20070702,,188086.7849,465132.4688,30,20070226
고양시,서울약국,20060719,경기도 고양시 덕양구 통일로768번길 18 (관산동),경기도 고양시덕양구 관산동 180번지 1호,10285,37.6884335,126.8656773,,폐업,20070226,,188086.7849,465132.4688,44.63,20060719
고양시,서울종로약국,19980407,경기도 고양시 덕양구 벽제관로 38-32 (고양동),경기도 고양시덕양구 고양동 68번지 2호,10274,37.7046309,126.8990319,,폐업,19980516,,191030.2703,466933.451,21,19980407
고양시,서울종로약국,19971126,경기도 고양시 덕양구 벽제관로 38-32 (고양동),경기도 고양시덕양구 고양동 68번지 2호,10274,37.7046309,126.8990319,,폐업,19980404,,191030.2703,466933.451,167.66,19971126
고양시,서정약국,20091203,"경기도 고양시 덕양구 서정마을로 5, 104호 (행신동)",경기도 고양시 덕양구 행신동 1078번지 행신프라자 104호,10486,37.6183599,126.8469246,,영업중,,938-3200,186421.5573,457356.0956,36.48,20091203
고양시,서현약국,20070731,"경기도 고양시 일산서구 중앙로 1456 418호 (주엽동,서현프라자)",경기도 고양시 일산서구 주엽동18-2.서현프라자418호,10387,37.671458,126.7589352,,폐업,20080624,031 915 2459,,,39.6,20070731
고양시,서현약국,20120309,"경기도 고양시 일산서구 중앙로 1448, 1층 일부호 (주엽동)",경기도 고양시 일산서구 주엽동 21-1,10387,37.6710724,126.7598206,,영업중,,031-911-8810,178743,463220,25.8,20120309
고양시,서현약국,20061218,"경기도 고양시 일산서구 중앙로 1456 (주엽동,서현프라자418호)",경기도 고양시일산서구 주엽동 18번지 2호 서현프라자418호,10387,37.671458,126.7589352,,폐업,20070418,,178668.3211,463267.0058,39.6,20061218
고양시,서현약국,20070731,"경기도 고양시 일산서구 중앙로 1456 (주엽동,서현프라자418호)",경기도 고양시일산서구 주엽동 18번지 2호 서현프라자418호,10387,37.671458,126.7589352,,폐업,20080624,031-915-2459,178668.3211,463267.0058,39.6,20070731
고양시,서현약국,20070418,"경기도 고양시 일산서구 중앙로 1456 (주엽동,서현프라자 418)",경기도 고양시일산서구 주엽동 18번지 2호 서현프라자 418,10387,37.671458,126.7589352,,폐업,20070731,,178668.3211,463267.0058,39.6,20070418
고양시,선약국,20051125,"경기도 고양시 일산서구 가좌1로 53 (가좌동,샤르망빌딩110호)",경기도 고양시일산서구 가좌동 405번지 10호 샤르망빌딩110호,10209,37.6873784,126.7188289,,폐업,20060313,923-0222,175134.9313,465043.0885,42.34,20051125
고양시,선약국,20080731,경기도 고양시 덕양구 은빛로29번길 36 (화정동),경기도 고양시 덕양구 화정1동 913번지 8호,10476,37.6394937,126.831789,,영업중,,968-4265,185087.8509,459705.1739,52,20080731
고양시,선약국,20001004,경기도 고양시 덕양구 은빛로29번길 30 (화정동),경기도 고양시덕양구 화정동 922번지,10476,37.6393044,126.8316761,,폐업,20020308,,185078.4488,459683.6701,31.5,20001004
고양시,선약국,20020309,경기도 고양시 덕양구 은빛로29번길 28 (화정동),경기도 고양시덕양구 화정동 922번지 1호,10476,37.6391871,126.8315971,,폐업,20031128,,185071.9604,459670.5612,42,20020309
고양시,선약국,20031201,경기도 고양시 덕양구 은빛로29번길 31-4 (화정동),경기도 고양시덕양구 화정동 916번지 10호,10476,37.6395473,126.8314263,,폐업,20080731,,185057.69,459710.8696,45,20031201
고양시,선약국,20031201,경기도 고양시 덕양구 은빛로29번길 31-4 1층 (화정동),경기도 고양시 덕양구 화정동 916-10 1층,10476,37.6395473,126.8314263,,폐업,20080731,031-968-4265,,,45.99,20031201
